"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1939","test_volume_positive[4h-CES-POL]","tests.validation","Wed Sep 17 18:07:21 GMT 2025","passed","Wed Sep 17 18:07:23 GMT 2025","","test_volume_validation","",""
"Проверяет, что цены в разумных пределах","398","test_price_ranges[1w-USDT-CES]","tests.validation","Wed Sep 17 18:04:25 GMT 2025","failed","Wed Sep 17 18:04:25 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1425","test_candle_validity[4h-USDT-DAI]","tests.validation","Wed Sep 17 18:05:48 GMT 2025","passed","Wed Sep 17 18:05:49 GMT 2025","","test_price_validation","",""
"Проверяет, что цены в разумных пределах","1417","test_price_ranges[4h-DAI-CES]","tests.validation","Wed Sep 17 18:04:43 GMT 2025","passed","Wed Sep 17 18:04:44 GMT 2025","","test_price_validation","",""
"","1407","test_no_duplicate_dates[-USDT-CES]","tests.validation","Wed Sep 17 18:01:23 GMT 2025","passed","Wed Sep 17 18:01:24 GMT 2025","","test_date_validation","",""
"","1388","test_dates_ordered[1w-USDT-CES]","tests.validation","Wed Sep 17 18:00:13 GMT 2025","passed","Wed Sep 17 18:00:15 GMT 2025","","test_date_validation","",""
"","1389","test_date_format_and_range[1w-POL-USDT]","tests.validation","Wed Sep 17 18:02:54 GMT 2025","passed","Wed Sep 17 18:02:55 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1427","test_candle_validity[1h-USDT-CES]","tests.validation","Wed Sep 17 18:06:08 GMT 2025","passed","Wed Sep 17 18:06:10 GMT 2025","","test_price_validation","",""
"","820","test_inverse_pairs[CES-DAI]","tests.consistency","Wed Sep 17 17:58:07 GMT 2025","passed","Wed Sep 17 17:58:08 GMT 2025","","test_inverse_pairs","",""
"","1388","test_response_structure[1w-DAI-CES]","tests.basic","Wed Sep 17 17:55:39 GMT 2025","passed","Wed Sep 17 17:55:40 GMT 2025","","test_data_structure","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1377","test_candle_validity[1w-CES-DAI]","tests.validation","Wed Sep 17 18:05:36 GMT 2025","passed","Wed Sep 17 18:05:38 GMT 2025","","test_price_validation","",""
"","1472","test_non_empty_data[4h-USDT-CES]","tests.basic","Wed Sep 17 17:57:19 GMT 2025","passed","Wed Sep 17 17:57:21 GMT 2025","","test_data_structure","",""
"","1420","test_response_structure[4h-CES-USDT]","tests.basic","Wed Sep 17 17:55:52 GMT 2025","passed","Wed Sep 17 17:55:53 GMT 2025","","test_data_structure","",""
"","1922","test_volume_positive[1h-USDT-DAI]","tests.validation","Wed Sep 17 18:07:48 GMT 2025","passed","Wed Sep 17 18:07:50 GMT 2025","","test_volume_validation","",""
"","832","test_inverse_pairs[DAI-CES]","tests.consistency","Wed Sep 17 17:58:08 GMT 2025","passed","Wed Sep 17 17:58:09 GMT 2025","","test_inverse_pairs","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1415","test_candle_validity[1h-DAI-CES]","tests.validation","Wed Sep 17 18:06:11 GMT 2025","passed","Wed Sep 17 18:06:12 GMT 2025","","test_price_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1404","test_candle_validity[1h-DAI-USDT]","tests.validation","Wed Sep 17 18:06:04 GMT 2025","passed","Wed Sep 17 18:06:05 GMT 2025","","test_price_validation","",""
"","1406","test_dates_ordered[1h-USDT-DAI]","tests.validation","Wed Sep 17 18:00:45 GMT 2025","passed","Wed Sep 17 18:00:47 GMT 2025","","test_date_validation","",""
"","1440","test_response_structure[4h-USDT-POL]","tests.basic","Wed Sep 17 17:55:42 GMT 2025","passed","Wed Sep 17 17:55:43 GMT 2025","","test_data_structure","",""
"","1428","test_date_format_and_range[15m-USDT-DAI]","tests.validation","Wed Sep 17 18:03:55 GMT 2025","passed","Wed Sep 17 18:03:57 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1446","test_candle_validity[15m-CES-USDT]","tests.validation","Wed Sep 17 18:06:21 GMT 2025","passed","Wed Sep 17 18:06:22 GMT 2025","","test_price_validation","",""
"","249","test_zero_volume_cases[-DAI-USDT]","tests.special","Wed Sep 17 17:58:55 GMT 2025","failed","Wed Sep 17 17:58:56 GMT 2025","","test_edge_cases","",""
"Проверяет, что цены в разумных пределах","1485","test_price_ranges[-POL-CES]","tests.validation","Wed Sep 17 18:04:07 GMT 2025","passed","Wed Sep 17 18:04:08 GMT 2025","","test_price_validation","",""
"","1393","test_non_empty_data[1w-POL-DAI]","tests.basic","Wed Sep 17 17:56:52 GMT 2025","passed","Wed Sep 17 17:56:54 GMT 2025","","test_data_structure","",""
"","1401","test_response_structure[-DAI-CES]","tests.basic","Wed Sep 17 17:55:22 GMT 2025","passed","Wed Sep 17 17:55:24 GMT 2025","","test_data_structure","",""
"","271","test_zero_volume_cases[-POL-DAI]","tests.special","Wed Sep 17 17:58:54 GMT 2025","failed","Wed Sep 17 17:58:55 GMT 2025","","test_edge_cases","",""
"","1461","test_no_duplicate_dates[15m-USDT-DAI]","tests.validation","Wed Sep 17 18:02:29 GMT 2025","passed","Wed Sep 17 18:02:30 GMT 2025","","test_date_validation","",""
"","1504","test_dates_ordered[15m-CES-DAI]","tests.validation","Wed Sep 17 18:01:07 GMT 2025","passed","Wed Sep 17 18:01:08 GMT 2025","","test_date_validation","",""
"","1903","test_volume_positive[1w-CES-USDT]","tests.validation","Wed Sep 17 18:07:03 GMT 2025","passed","Wed Sep 17 18:07:05 GMT 2025","","test_volume_validation","",""
"","1411","test_no_duplicate_dates[1h-CES-USDT]","tests.validation","Wed Sep 17 18:02:13 GMT 2025","passed","Wed Sep 17 18:02:15 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","1386","test_price_ranges[1w-CES-POL]","tests.validation","Wed Sep 17 18:04:20 GMT 2025","passed","Wed Sep 17 18:04:22 GMT 2025","","test_price_validation","",""
"","1441","test_no_duplicate_dates[15m-DAI-USDT]","tests.validation","Wed Sep 17 18:02:27 GMT 2025","passed","Wed Sep 17 18:02:29 GMT 2025","","test_date_validation","",""
"","1453","test_non_empty_data[4h-USDT-POL]","tests.basic","Wed Sep 17 17:57:08 GMT 2025","passed","Wed Sep 17 17:57:09 GMT 2025","","test_data_structure","",""
"","1304","test_timeframe_consistency_2_weeks[POL-CES]","tests.consistency","Wed Sep 17 17:58:43 GMT 2025","skipped","Wed Sep 17 17:58:45 GMT 2025","","test_timeframe_consistency","",""
"","1406","test_no_duplicate_dates[-CES-DAI]","tests.validation","Wed Sep 17 18:01:24 GMT 2025","passed","Wed Sep 17 18:01:26 GMT 2025","","test_date_validation","",""
"","1388","test_api_availability[1w-POL-CES]","tests.basic","Wed Sep 17 17:54:03 GMT 2025","passed","Wed Sep 17 17:54:05 GMT 2025","","test_availability","",""
"Проверяет, что цена DAI в USDT близка к 1 (стейблкоины)","423","test_dai_usdt_price_range","tests.special","Wed Sep 17 17:59:43 GMT 2025","passed","Wed Sep 17 17:59:43 GMT 2025","","test_pair_specific","",""
"","1415","test_non_empty_data[-POL-USDT]","tests.basic","Wed Sep 17 17:56:32 GMT 2025","passed","Wed Sep 17 17:56:34 GMT 2025","","test_data_structure","",""
"","1414","test_response_structure[-CES-DAI]","tests.basic","Wed Sep 17 17:55:21 GMT 2025","passed","Wed Sep 17 17:55:22 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","1386","test_price_ranges[1w-CES-USDT]","tests.validation","Wed Sep 17 18:04:24 GMT 2025","passed","Wed Sep 17 18:04:25 GMT 2025","","test_price_validation","",""
"","1894","test_zero_volume_cases[1h-USDT-DAI]","tests.special","Wed Sep 17 17:59:08 GMT 2025","passed","Wed Sep 17 17:59:10 GMT 2025","","test_edge_cases","",""
"","2092","test_date_format_and_range[-DAI-POL]","tests.validation","Wed Sep 17 18:02:40 GMT 2025","passed","Wed Sep 17 18:02:42 GMT 2025","","test_date_validation","",""
"","1388","test_no_duplicate_dates[1w-CES-DAI]","tests.validation","Wed Sep 17 18:01:41 GMT 2025","passed","Wed Sep 17 18:01:43 GMT 2025","","test_date_validation","",""
"","1427","test_dates_ordered[-DAI-CES]","tests.validation","Wed Sep 17 17:59:59 GMT 2025","passed","Wed Sep 17 18:00:01 GMT 2025","","test_date_validation","",""
"Проверяет, что close находится между low и high, а также другие свечные правила","1407","test_candle_validity[-CES-DAI]","tests.validation","Wed Sep 17 18:05:24 GMT 2025","passed","Wed Sep 17 18:05:26 GMT 2025","","test_price_validation","",""
"","268","test_zero_volume_cases[-CES-USDT]","tests.special","Wed Sep 17 17:58:56 GMT 2025","failed","Wed Sep 17 17:58:56 GMT 2025","","test_edge_cases","",""
"","1991","test_volume_positive[4h-POL-DAI]","tests.validation","Wed Sep 17 18:07:15 GMT 2025","passed","Wed Sep 17 18:07:17 GMT 2025","","test_volume_validation","",""
"","1403","test_non_empty_data[1w-DAI-USDT]","tests.basic","Wed Sep 17 17:56:58 GMT 2025","passed","Wed Sep 17 17:56:59 GMT 2025","","test_data_structure","",""
"","1415","test_non_empty_data[-CES-USDT]","tests.basic","Wed Sep 17 17:56:44 GMT 2025","passed","Wed Sep 17 17:56:45 GMT 2025","","test_data_structure","",""
"Проверяет, что цены в разумных пределах","485","test_price_ranges[15m-DAI-POL]","tests.validation","Wed Sep 17 18:05:05 GMT 2025","failed","Wed Sep 17 18:05:05 GMT 2025","","test_price_validation","",""
"","1889","test_volume_positive[1w-DAI-CES]","tests.validation","Wed Sep 17 18:07:09 GMT 2025","passed","Wed Sep 17 18:07:11 GMT 2025","","test_volume_validation","",""
"","1402","test_dates_ordered[-CES-POL]","tests.validation","Wed Sep 17 17:59:51 GMT 2025","passed","Wed Sep 17 17:59:52 GMT 2025","","test_date_validation","",""
"Проверяет, что цены в разумных пределах","403","test_price_ranges[1w-DAI-POL]","tests.validation","Wed Sep 17 18:04:19 GMT 2025","failed","Wed Sep 17 18:04:19 GMT 2025","","test_price_validation","",""
"","1418","test_dates_ordered[1h-USDT-POL]","tests.validation","Wed Sep 17 18:00:36 GMT 2025","passed","Wed Sep 17 18:00:38 GMT 2025","","test_date_validation","",""
"","1426","test_response_structure[15m-POL-CES]","tests.basic","Wed Sep 17 17:56:21 GMT 2025","passed","Wed Sep 17 17:56:22 GMT 2025","","test_data_structure","",""
"","1456","test_response_structure[15m-POL-DAI]","tests.basic","Wed Sep 17 17:56:18 GMT 2025","passed","Wed Sep 17 17:56:19 GMT 2025","","test_data_structure","",""
